intent,text
month,ну назови месяц пожалуйста
month,слушай какой сейчас месяц пожалуйста
month,ну какой сейчас месяц
month,какой сейчас месяц
month,слушай какой сейчас месяц пожалуйста
month,ну какой сейчас месяц пожалуйста
month,какой сейчас месяц пожалуйста
month,эй какой сейчас месяц
month,ну какой сейчас месяц
month,назови месяц?
month,эй какой сейчас месяц!
month,эй назови месяц?
month,ну назови месяц
month,какой сейчас месяц :)
month,какой сейчас месяц!
month,ну какой сейчас месяц!
month,ну какой сейчас месяц пожалуйста
month,эй назови месяц
month,какой сейчас месяц :)
month,назови месяц?
month,назови месяц
month,какой сейчас месяц :)
month,назови месяц пожалуйста
month,эй какой сейчас месяц :)
month,назови месяц :)
month,эй назови месяц :)
month,назови месяц?
month,слушай назови месяц!
month,эй какой сейчас месяц пожалуйста
month,слушай назови месяц :)
month,эй какой сейчас месяц
month,слушай какой сейчас месяц пожалуйста
month,ну назови месяц?
month,слушай какой сейчас месяц пожалуйста
month,эй назови месяц?
month,эй какой сейчас месяц пожалуйста
month,ну какой сейчас месяц
month,ну назови месяц пожалуйста
month,эй назови месяц :)
month,назови месяц?
month,слушай назови месяц пожалуйста
month,ну какой сейчас месяц!
month,эй какой сейчас месяц!
month,назови месяц пожалуйста
month,какой сейчас месяц :)
month,какой сейчас месяц
year,назови год!
year,слушай какой сейчас год!
year,ну назови год пожалуйста
year,эй назови год?
year,слушай какой сейчас год :)
year,ну назови год пожалуйста
year,ну назови год пожалуйста
year,ну назови год!
year,назови год?
year,какой сейчас год!
year,слушай какой сейчас год
year,слушай какой сейчас год :)
year,слушай назови год?
year,слушай какой сейчас год пожалуйста
year,ну назови год!
year,эй какой сейчас год пожалуйста
year,назови год :)
year,эй какой сейчас год пожалуйста
year,какой сейчас год?
year,ну какой сейчас год :)
year,эй назови год :)
year,слушай какой сейчас год?
year,эй какой сейчас год пожалуйста
year,ну какой сейчас год :)
year,эй назови год?
year,ну какой сейчас год
year,слушай назови год пожалуйста
year,какой сейчас год
year,слушай назови год :)
year,слушай назови год :)
year,какой сейчас год?
year,ну назови год!
year,ну какой сейчас год :)
year,слушай назови год :)
year,какой сейчас год пожалуйста
year,слушай какой сейчас год пожалуйста
year,слушай назови год :)
year,эй какой сейчас год!
year,назови год?
year,назови год
year,слушай назови год пожалуйста
year,ну назови год?
year,ну назови год
year,эй какой сейчас год!
year,слушай назови год?
year,слушай какой сейчас год :)
year,слушай назови год!
year,назови год пожалуйста
year,какой сейчас год :)
year,слушай какой сейчас год
year,слушай назови год
year,слушай какой сейчас год :)
year,слушай назови год :)
year,слушай какой сейчас год пожалуйста
year,слушай какой сейчас год!
year,назови год?
year,слушай какой сейчас год :)
year,слушай какой сейчас год?
year,слушай назови год пожалуйста
year,эй назови год?
year,слушай какой сейчас год
year,какой сейчас год :)
year,какой сейчас год пожалуйста
year,назови год?
year,ну какой сейчас год пожалуйста
year,слушай назови год :)
year,эй какой сейчас год
year,слушай назови год?
year,ну какой сейчас год
year,назови год
year,слушай какой сейчас год пожалуйста
year,эй назови год пожалуйста
year,слушай какой сейчас год
year,ну назови год!
year,эй какой сейчас год пожалуйста
year,эй назови год?
year,слушай какой сейчас год пожалуйста
year,слушай назови год
year,слушай какой сейчас год :)
year,ну какой сейчас год
year,какой сейчас год пожалуйста
year,ну какой сейчас год?
year,слушай какой сейчас год?
year,слушай какой сейчас год :)
year,слушай назови год :)
year,какой сейчас год
year,эй какой сейчас год :)
year,эй назови год!
year,слушай назови год :)
year,слушай какой сейчас год пожалуйста
year,слушай назови год :)
year,слушай назови год
year,слушай назови год
year,ну назови год?
year,эй назови год пожалуйста
year,эй какой сейчас год :)
year,эй какой сейчас год
year,эй какой сейчас год
year,слушай назови год пожалуйста
year,ну назови год :)
year,ну назови год :)
year,ну назови год?
year,эй какой сейчас год!
year,слушай назови год!
year,эй какой сейчас год пожалуйста
year,какой сейчас год пожалуйста
year,ну назови год пожалуйста
year,ну назови год?
year,ну какой сейчас год
year,какой сейчас год пожалуйста
year,назови год?
year,назови год пожалуйста
year,какой сейчас год пожалуйста
year,слушай какой сейчас год
year,эй назови год :)
year,ну какой сейчас год :)
year,какой сейчас год
year,слушай какой сейчас год
year,слушай назови год?
year,какой сейчас год :)
year,слушай какой сейчас год :)
year,какой сейчас год!
year,слушай какой сейчас год?
year,какой сейчас год?
year,какой сейчас год?
year,какой сейчас год?
year,эй какой сейчас год
year,эй назови год!
year,слушай назови год!
year,слушай какой сейчас год?
year,эй какой сейчас год?
year,ну какой сейчас год!
year,ну назови год :)
year,ну назови год?
year,какой сейчас год пожалуйста
year,слушай назови год :)
year,ну назови год :)
year,слушай какой сейчас год?
year,слушай назови год?
year,ну назови год!
year,эй какой сейчас год пожалуйста
year,слушай какой сейчас год :)
year,ну какой сейчас год пожалуйста
year,ну какой сейчас год :)
year,эй какой сейчас год пожалуйста
year,назови год пожалуйста
year,слушай какой сейчас год :)
year,ну какой сейчас год!
year,назови год
year,какой сейчас год пожалуйста
year,эй какой сейчас год :)
year,какой сейчас год пожалуйста
year,ну какой сейчас год!
year,слушай назови год?
year,эй какой сейчас год пожалуйста
year,слушай назови год?
year,слушай назови год
year,назови год
year,эй какой сейчас год пожалуйста
year,эй назови год :)
year,ну назови год!
year,ну назови год!
year,какой сейчас год?
year,эй назови год :)
year,эй какой сейчас год пожалуйста
year,эй какой сейчас год :)
year,эй какой сейчас год пожалуйста
year,ну назови год :)
year,эй какой сейчас год!
year,слушай какой сейчас год?
year,ну назови год?
year,ну какой сейчас год :)
year,эй какой сейчас год пожалуйста
year,ну назови год
year,слушай назови год?
year,эй какой сейчас год?
year,ну назови год!
year,эй назови год пожалуйста
year,слушай какой сейчас год пожалуйста
year,слушай какой сейчас год
year,назови год?
year,эй назови год?
year,ну назови год!
year,какой сейчас год
year,назови год :)
year,эй назови год?
year,слушай какой сейчас год пожалуйста
year,ну назови год пожалуйста
year,эй назови год :)
year,какой сейчас год?
year,слушай какой сейчас год :)
year,эй назови год пожалуйста
year,эй назови год?
year,ну назови год?
year,назови год!
year,какой сейчас год?
year,ну какой сейчас год :)
year,ну назови год :)
year,ну какой сейчас год
year,ну назови год пожалуйста
name,ну меня зовут Анна!
name,меня зовут Иван!
name,слушай меня зовут Иван :)
name,эй меня зовут Анна пожалуйста
name,эй меня зовут Иван
name,меня зовут Иван
name,ну меня зовут Анна!
name,меня зовут Иван!
name,меня зовут Иван?
name,слушай меня зовут Анна :)
name,ну меня зовут Иван
name,эй меня зовут Иван пожалуйста
name,слушай меня зовут Иван!
name,слушай меня зовут Анна!
name,меня зовут Анна
name,эй меня зовут Иван пожалуйста
name,эй меня зовут Анна :)
name,меня зовут Иван!
name,ну меня зовут Иван?
name,ну меня зовут Анна :)
name,меня зовут Анна пожалуйста
name,ну меня зовут Иван!
name,эй меня зовут Иван :)
name,эй меня зовут Анна
name,меня зовут Анна пожалуйста
name,слушай меня зовут Иван!
name,меня зовут Иван!
name,ну меня зовут Иван :)
name,эй меня зовут Иван пожалуйста
name,эй меня зовут Анна!
name,меня зовут Иван :)
name,эй меня зовут Иван!
name,эй меня зовут Иван
name,ну меня зовут Иван :)
name,меня зовут Иван?
name,эй меня зовут Иван!
name,ну меня зовут Анна!
name,эй меня зовут Анна
name,ну меня зовут Иван :)
name,эй меня зовут Иван пожалуйста
name,слушай меня зовут Анна
name,ну меня зовут Иван
name,меня зовут Иван
name,меня зовут Иван
name,эй меня зовут Анна?
name,слушай меня зовут Анна :)
name,ну меня зовут Анна пожалуйста
name,слушай меня зовут Иван :)
name,ну меня зовут Иван пожалуйста
name,слушай меня зовут Иван пожалуйста
name,меня зовут Анна!
name,меня зовут Иван
name,эй меня зовут Иван :)
name,слушай меня зовут Иван
name,ну меня зовут Иван пожалуйста
name,слушай меня зовут Иван?
name,эй меня зовут Иван
name,меня зовут Иван
name,ну меня зовут Иван
name,ну меня зовут Иван :)
name,ну меня зовут Иван пожалуйста
name,ну меня зовут Иван
name,меня зовут Анна :)
name,слушай меня зовут Анна?
name,слушай меня зовут Анна!
name,меня зовут Анна?
name,слушай меня зовут Иван
name,эй меня зовут Анна :)
name,эй меня зовут Иван
name,эй меня зовут Иван пожалуйста
name,меня зовут Анна пожалуйста
name,ну меня зовут Анна
name,слушай меня зовут Анна!
name,меня зовут Иван пожалуйста
name,меня зовут Иван :)
name,эй меня зовут Иван пожалуйста
name,слушай меня зовут Иван
name,эй меня зовут Иван?
name,слушай меня зовут Иван :)
name,меня зовут Анна пожалуйста
name,меня зовут Иван
name,ну меня зовут Иван пожалуйста
name,эй меня зовут Иван?
name,ну меня зовут Анна!
name,слушай меня зовут Иван?
name,слушай меня зовут Анна :)
name,ну меня зовут Анна
name,ну меня зовут Иван?
name,слушай меня зовут Иван
name,ну меня зовут Анна :)
name,эй меня зовут Иван
name,эй меня зовут Иван!
name,меня зовут Иван :)
name,слушай меня зовут Анна пожалуйста
name,меня зовут Анна
name,меня зовут Иван пожалуйста
name,эй меня зовут Анна!
name,эй меня зовут Иван пожалуйста
name,слушай меня зовут Иван пожалуйста
name,ну меня зовут Анна
name,эй меня зовут Иван
name,ну меня зовут Иван
name,меня зовут Иван
name,слушай меня зовут Иван
name,меня зовут Иван
name,ну меня зовут Иван пожалуйста
name,ну меня зовут Иван :)
name,ну меня зовут Анна?
name,слушай меня зовут Иван!
name,слушай меня зовут Иван
name,ну меня зовут Иван
name,слушай меня зовут Иван пожалуйста
name,ну меня зовут Анна!
name,меня зовут Иван!
name,слушай меня зовут Анна!
name,ну меня зовут Иван пожалуйста
name,слушай меня зовут Анна пожалуйста
name,эй меня зовут Иван?
name,меня зовут Анна!
name,слушай меня зовут Анна
name,меня зовут Анна!
name,ну меня зовут Иван :)
name,ну меня зовут Анна
name,ну меня зовут Анна
name,меня зовут Анна пожалуйста
name,меня зовут Иван?
name,слушай меня зовут Иван
name,эй меня зовут Иван пожалуйста
name,меня зовут Иван?
name,эй меня зовут Иван
name,меня зовут Иван
name,слушай меня зовут Иван
name,меня зовут Анна
name,эй меня зовут Иван?
name,слушай меня зовут Анна!
name,слушай меня зовут Анна
name,эй меня зовут Иван!
name,меня зовут Иван?
name,меня зовут Иван :)
name,меня зовут Анна :)
name,ну меня зовут Анна?
name,меня зовут Иван!
name,слушай меня зовут Анна
name,слушай меня зовут Анна пожалуйста
name,эй меня зовут Иван
name,ну меня зовут Анна пожалуйста
name,слушай меня зовут Анна
name,эй меня зовут Анна пожалуйста
name,ну меня зовут Иван
name,меня зовут Иван :)
name,ну меня зовут Анна?
name,эй меня зовут Анна
name,меня зовут Иван :)
name,эй меня зовут Анна пожалуйста
name,ну меня зовут Анна
name,ну меня зовут Анна пожалуйста
name,ну меня зовут Иван?
name,ну меня зовут Анна пожалуйста
name,слушай меня зовут Анна :)
name,эй меня зовут Иван пожалуйста
name,меня зовут Иван!
name,меня зовут Анна?
name,слушай меня зовут Иван?
name,меня зовут Анна :)
name,эй меня зовут Анна!
name,ну меня зовут Иван :)
name,меня зовут Иван?
name,слушай меня зовут Анна :)
name,ну меня зовут Иван пожалуйста
name,ну меня зовут Анна?
name,слушай меня зовут Анна?
name,меня зовут Иван :)
name,слушай меня зовут Иван пожалуйста
name,ну меня зовут Иван
name,ну меня зовут Анна :)
name,ну меня зовут Иван пожалуйста
name,слушай меня зовут Иван
name,меня зовут Иван!
name,меня зовут Анна!
name,слушай меня зовут Анна
name,меня зовут Анна :)
name,меня зовут Анна!
name,ну меня зовут Анна?
name,слушай меня зовут Иван?
name,ну меня зовут Иван?
name,слушай меня зовут Иван
name,ну меня зовут Иван
name,эй меня зовут Иван :)
name,меня зовут Иван пожалуйста
name,слушай меня зовут Анна :)
name,меня зовут Иван!
name,слушай меня зовут Иван пожалуйста
name,ну меня зовут Анна
name,ну меня зовут Анна!
name,слушай меня зовут Анна?
name,слушай меня зовут Иван?
name,эй меня зовут Иван
name,меня зовут Иван!
name,ну меня зовут Иван
name,слушай меня зовут Анна!
help,ну какие функции пожалуйста
help,ну какие функции
help,слушай что ты можешь?
help,слушай что ты умеешь
help,эй помощь?
help,help пожалуйста
help,ну инструкция :)
help,ну help пожалуйста
help,слушай help :)
help,ну помощь?
help,эй инструкция
help,слушай какие функции
help,эй help пожалуйста
help,слушай какие функции
help,ну инструкция?
help,ну help?
help,эй какие функции :)
help,ну какие функции?
help,какие функции?
help,ну какие функции
help,помощь?
help,help пожалуйста
help,ну инструкция!
help,ну помощь!
help,ну какие функции?
help,эй что ты умеешь
help,помощь?
help,слушай инструкция?
help,ну инструкция?
help,слушай какие функции?
help,эй что ты можешь :)
help,help!
help,что ты можешь
help,ну help!
help,помощь пожалуйста
help,ну что ты умеешь пожалуйста
help,help!
help,помощь!
help,инструкция :)
help,слушай help
help,помощь :)
help,слушай помощь
help,эй инструкция?
help,эй инструкция пожалуйста
help,ну помощь!
help,эй help?
help,ну какие функции пожалуйста
help,слушай какие функции?
help,ну помощь :)
help,какие функции?
help,ну помощь :)
help,эй что ты можешь пожалуйста
help,что ты можешь?
help,слушай помощь :)
help,help пожалуйста
help,ну помощь!
help,слушай помощь?
help,что ты можешь
help,эй какие функции пожалуйста
help,слушай какие функции
help,ну что ты можешь!
help,слушай help
help,инструкция :)
help,слушай инструкция?
help,эй инструкция :)
help,инструкция!
help,помощь пожалуйста
help,ну какие функции?
help,слушай инструкция!
help,эй помощь :)
help,ну какие функции?
help,ну help пожалуйста
help,слушай help?
help,слушай что ты можешь?
help,помощь :)
help,слушай что ты умеешь?
help,слушай help :)
help,инструкция?
help,эй помощь
help,слушай что ты умеешь
help,ну help :)
help,эй какие функции
help,слушай что ты умеешь!
help,эй что ты умеешь?
help,слушай что ты умеешь?
help,эй помощь!
help,эй help пожалуйста
help,ну помощь
help,ну что ты можешь пожалуйста
help,help
help,эй help пожалуйста
help,помощь!
help,слушай помощь :)
help,ну что ты можешь пожалуйста
help,помощь?
help,эй помощь пожалуйста
help,слушай что ты можешь?
help,слушай помощь!
help,ну помощь?
help,слушай что ты можешь
help,эй инструкция :)
help,слушай help :)
help,ну что ты умеешь пожалуйста
help,ну инструкция пожалуйста
help,ну что ты умеешь
help,ну какие функции?
help,слушай что ты умеешь пожалуйста
help,эй инструкция!
help,эй инструкция
help,слушай что ты умеешь :)
help,ну какие функции
help,слушай инструкция :)
help,помощь :)
help,ну что ты умеешь пожалуйста
help,ну help?
help,эй инструкция :)
help,эй инструкция?
help,что ты умеешь
help,эй инструкция?
help,слушай какие функции пожалуйста
help,слушай помощь пожалуйста
help,ну какие функции!
help,ну помощь!
help,что ты умеешь пожалуйста
help,ну инструкция!
help,слушай инструкция?
help,слушай что ты можешь!
help,какие функции!
help,ну какие функции!
help,слушай помощь :)
help,ну help
help,ну помощь пожалуйста
help,что ты умеешь?
help,что ты можешь?
help,слушай инструкция!
help,слушай что ты умеешь пожалуйста
help,слушай какие функции :)
help,эй help пожалуйста
help,слушай помощь!
help,ну что ты можешь пожалуйста
help,help?
help,help?
help,что ты можешь
help,ну помощь пожалуйста
help,слушай help!
help,что ты можешь
help,слушай какие функции пожалуйста
help,помощь пожалуйста
help,слушай что ты можешь!
help,слушай инструкция?
help,что ты можешь
help,ну что ты умеешь :)
help,ну какие функции пожалуйста
help,слушай инструкция!
help,эй какие функции :)
help,ну помощь!
help,эй help пожалуйста
help,слушай помощь
help,слушай что ты умеешь!
help,ну какие функции
help,что ты можешь :)
help,ну инструкция?
help,help?
help,ну помощь пожалуйста
help,эй help пожалуйста
help,эй что ты можешь
help,ну помощь?
help,слушай инструкция :)
help,ну help
help,ну помощь пожалуйста
help,слушай help пожалуйста
help,эй что ты умеешь пожалуйста
help,слушай help?
help,что ты умеешь!
help,ну help!
help,помощь?
help,help!
help,ну help :)
help,слушай help!
help,ну что ты можешь :)
help,ну что ты можешь :)
help,эй какие функции!
help,что ты можешь
help,эй помощь пожалуйста
help,что ты умеешь?
help,ну что ты умеешь?
help,ну что ты можешь!
help,help :)
help,ну что ты умеешь
help,какие функции!
help,слушай помощь
help,эй какие функции?
help,эй какие функции пожалуйста
help,эй help
help,слушай какие функции :)
help,help пожалуйста
help,слушай что ты умеешь пожалуйста
help,что ты умеешь пожалуйста
help,слушай help :)
help,эй какие функции?
smalltalk,слушай что нового пожалуйста
smalltalk,ну как дела?
smalltalk,как ты?
smalltalk,слушай как ты пожалуйста
smalltalk,поговорим?
smalltalk,как жизнь?
smalltalk,эй расскажи о себе!
smalltalk,слушай расскажи о себе!
smalltalk,расскажи о себе!
smalltalk,эй как ты
smalltalk,ну как жизнь?
smalltalk,эй расскажи о себе?
smalltalk,слушай что нового!
smalltalk,ну расскажи о себе
smalltalk,ну расскажи о себе!
smalltalk,ну как жизнь :)
smalltalk,расскажи о себе :)
smalltalk,слушай как дела?
smalltalk,как ты?
smalltalk,слушай как жизнь?
smalltalk,слушай как ты?
smalltalk,ну что нового!
smalltalk,ну как жизнь :)
smalltalk,как жизнь?
smalltalk,ну как жизнь :)
smalltalk,эй как ты пожалуйста
smalltalk,ну как ты :)
smalltalk,слушай что нового!
smalltalk,ну как дела?
smalltalk,слушай как дела :)
smalltalk,расскажи о себе!
smalltalk,ну как жизнь :)
smalltalk,эй как дела!
smalltalk,слушай расскажи о себе?
smalltalk,поговорим
smalltalk,расскажи о себе пожалуйста
smalltalk,слушай что нового пожалуйста
smalltalk,как жизнь
smalltalk,слушай что нового пожалуйста
smalltalk,как ты пожалуйста
smalltalk,слушай как дела?
smalltalk,слушай как дела пожалуйста
smalltalk,слушай что нового :)
smalltalk,слушай расскажи о себе :)
smalltalk,эй что нового!
smalltalk,эй что нового
smalltalk,ну поговорим?
smalltalk,слушай расскажи о себе :)
smalltalk,слушай поговорим?
smalltalk,ну как жизнь!
smalltalk,эй как дела?
smalltalk,ну расскажи о себе
smalltalk,как жизнь :)
smalltalk,эй как ты!
smalltalk,слушай что нового пожалуйста
smalltalk,как жизнь!
smalltalk,эй что нового?
smalltalk,что нового!
smalltalk,ну как дела?
smalltalk,как жизнь пожалуйста
smalltalk,эй поговорим!
smalltalk,ну что нового
smalltalk,ну как ты?
smalltalk,эй как дела пожалуйста
smalltalk,как жизнь
smalltalk,слушай как ты :)
smalltalk,как жизнь
smalltalk,ну как ты :)
smalltalk,расскажи о себе
smalltalk,эй поговорим?
smalltalk,эй поговорим?
smalltalk,ну как ты!
smalltalk,как дела!
smalltalk,эй поговорим?
smalltalk,эй расскажи о себе
smalltalk,эй расскажи о себе :)
smalltalk,эй как дела
smalltalk,слушай расскажи о себе
smalltalk,поговорим!
smalltalk,ну как жизнь пожалуйста
smalltalk,эй расскажи о себе
smalltalk,слушай как дела :)
smalltalk,ну поговорим :)
smalltalk,как дела?
smalltalk,слушай как ты!
smalltalk,слушай что нового
smalltalk,слушай как жизнь пожалуйста
smalltalk,эй как ты!
smalltalk,поговорим :)
smalltalk,расскажи о себе пожалуйста
smalltalk,как ты пожалуйста
smalltalk,эй как ты!
smalltalk,эй расскажи о себе?
smalltalk,слушай что нового пожалуйста
smalltalk,расскажи о себе :)
smalltalk,слушай расскажи о себе :)
smalltalk,слушай как ты?
smalltalk,слушай как жизнь!
smalltalk,эй расскажи о себе пожалуйста
smalltalk,ну расскажи о себе?
smalltalk,поговорим!
smalltalk,что нового?
smalltalk,слушай что нового пожалуйста
smalltalk,поговорим
smalltalk,ну как жизнь :)
smalltalk,эй расскажи о себе пожалуйста
smalltalk,слушай расскажи о себе :)
smalltalk,что нового?
smalltalk,слушай как ты
smalltalk,слушай расскажи о себе!
smalltalk,слушай что нового :)
smalltalk,расскажи о себе!
smalltalk,ну как ты?
smalltalk,эй как дела
smalltalk,слушай что нового
smalltalk,слушай что нового!
smalltalk,слушай как жизнь?
smalltalk,поговорим пожалуйста
smalltalk,ну поговорим :)
smalltalk,как жизнь?
smalltalk,что нового?
smalltalk,поговорим пожалуйста
smalltalk,ну что нового?
smalltalk,ну что нового?
smalltalk,слушай как жизнь!
smalltalk,эй расскажи о себе пожалуйста
smalltalk,эй как ты
smalltalk,ну расскажи о себе
smalltalk,ну поговорим!
smalltalk,слушай расскажи о себе пожалуйста
smalltalk,как жизнь пожалуйста
smalltalk,как ты?
smalltalk,ну что нового!
smalltalk,слушай что нового
smalltalk,слушай как ты :)
smalltalk,что нового
smalltalk,ну как жизнь!
smalltalk,эй поговорим!
smalltalk,ну поговорим пожалуйста
smalltalk,ну как дела :)
smalltalk,ну как жизнь пожалуйста
smalltalk,эй расскажи о себе пожалуйста
smalltalk,слушай как жизнь :)
smalltalk,слушай как ты
smalltalk,эй что нового :)
smalltalk,ну поговорим пожалуйста
smalltalk,ну как ты?
smalltalk,ну как ты?
smalltalk,как ты
smalltalk,эй расскажи о себе пожалуйста
smalltalk,слушай что нового!
smalltalk,поговорим пожалуйста
smalltalk,слушай что нового пожалуйста
smalltalk,слушай что нового!
smalltalk,слушай как ты :)
smalltalk,как дела?
smalltalk,как жизнь?
smalltalk,расскажи о себе!
smalltalk,слушай как дела?
smalltalk,ну как жизнь?
smalltalk,поговорим пожалуйста
smalltalk,ну расскажи о себе!
smalltalk,эй как ты!
smalltalk,как ты!
smalltalk,эй как ты?
smalltalk,слушай как дела?
smalltalk,ну поговорим :)
smalltalk,эй как ты?
smalltalk,ну расскажи о себе
smalltalk,эй как ты!
smalltalk,как дела?
smalltalk,как ты
smalltalk,ну расскажи о себе :)
smalltalk,расскажи о себе?
smalltalk,расскажи о себе :)
smalltalk,ну как жизнь пожалуйста
smalltalk,слушай поговорим пожалуйста
smalltalk,ну что нового?
smalltalk,ну что нового
smalltalk,слушай как жизнь пожалуйста
smalltalk,слушай расскажи о себе пожалуйста
smalltalk,эй как дела пожалуйста
smalltalk,слушай как ты :)
smalltalk,слушай расскажи о себе!
smalltalk,эй как дела
smalltalk,эй что нового
smalltalk,ну поговорим!
smalltalk,слушай как дела :)
smalltalk,эй как ты!
smalltalk,слушай как жизнь :)
smalltalk,слушай как ты!
smalltalk,эй расскажи о себе пожалуйста
smalltalk,эй как дела :)
smalltalk,ну что нового?
smalltalk,эй как ты?
smalltalk,ну как жизнь пожалуйста
smalltalk,поговорим?
smalltalk,слушай как ты пожалуйста
smalltalk,эй что нового
smalltalk,как дела
