intent,text
month,какой сейчас месяц!
month,ну месяц сейчас сейчас
month,подскажи месяц сейчас :)
month,подскажи текущий месяц
month,текущий месяц
month,ну назови месяц!
month,подскажи назови месяц пожалуйста
month,эй какой сейчас месяц!
month,ну текущий месяц :)
month,подскажи месяц сейчас пожалуйста
month,назови месяц?
month,слушай назови месяц
month,слушай текущий месяц :)
month,какой сейчас месяц!
month,слушай месяц сейчас?
month,эй текущий месяц пожалуйста
month,ну назови месяц пожалуйста
month,подскажи месяц сейчас!
month,эй текущий месяц?
month,подскажи месяц сейчас
month,ну назови месяц?
month,ну текущий месяц!
month,ну назови месяц!
month,ну назови месяц!
month,эй текущий месяц :)
month,текущий месяц
month,ну текущий месяц?
month,месяц сейчас?
month,ну месяц сейчас!
month,подскажи текущий месяц сейчас
month,ну какой сейчас месяц
month,ну какой сейчас месяц сейчас
month,текущий месяц пожалуйста
month,месяц сейчас пожалуйста
month,ну месяц сейчас сейчас
month,эй текущий месяц!
month,эй какой сейчас месяц :)
month,эй назови месяц :)
month,ну назови месяц :)
month,назови месяц пожалуйста
month,месяц сейчас сейчас
month,ну какой сейчас месяц
month,эй назови месяц пожалуйста
month,ну текущий месяц!
month,эй назови месяц
month,подскажи месяц сейчас?
month,слушай назови месяц пожалуйста
month,текущий месяц?
month,ну текущий месяц
month,слушай какой сейчас месяц!
month,подскажи назови месяц
month,ну месяц сейчас пожалуйста
month,эй какой сейчас месяц?
month,подскажи текущий месяц :)
month,ну назови месяц
month,текущий месяц!
month,ну текущий месяц
month,месяц сейчас сейчас
month,ну назови месяц :)
month,эй назови месяц?
month,ну какой сейчас месяц пожалуйста
month,подскажи месяц сейчас сейчас
month,эй месяц сейчас :)
month,эй текущий месяц?
month,эй текущий месяц :)
month,подскажи месяц сейчас :)
month,слушай текущий месяц!
month,слушай какой сейчас месяц пожалуйста
month,ну текущий месяц пожалуйста
month,эй текущий месяц?
month,эй назови месяц пожалуйста
month,эй назови месяц
month,эй какой сейчас месяц пожалуйста
month,эй какой сейчас месяц
month,слушай текущий месяц?
month,эй месяц сейчас пожалуйста
month,ну какой сейчас месяц сейчас
month,слушай месяц сейчас
month,назови месяц?
month,эй какой сейчас месяц
month,подскажи текущий месяц :)
month,назови месяц
month,слушай назови месяц пожалуйста
month,подскажи месяц сейчас
month,эй какой сейчас месяц :)
month,ну текущий месяц :)
month,эй текущий месяц пожалуйста
month,подскажи месяц сейчас
month,какой сейчас месяц!
month,подскажи какой сейчас месяц!
month,эй назови месяц!
month,слушай назови месяц
month,эй месяц сейчас?
month,назови месяц!
month,ну текущий месяц!
month,слушай назови месяц :)
month,слушай назови месяц?
month,текущий месяц
month,слушай месяц сейчас :)
month,слушай месяц сейчас!
month,слушай текущий месяц сейчас
month,эй какой сейчас месяц
month,ну месяц сейчас сейчас
month,слушай какой сейчас месяц пожалуйста
month,месяц сейчас пожалуйста
month,подскажи месяц сейчас?
month,слушай назови месяц!
month,ну месяц сейчас пожалуйста
month,подскажи какой сейчас месяц :)
month,подскажи месяц сейчас сейчас
month,эй месяц сейчас пожалуйста
month,назови месяц сейчас
month,назови месяц пожалуйста
month,подскажи месяц сейчас?
month,месяц сейчас пожалуйста
year,подскажи назови год
year,год сейчас сейчас
year,назови год сейчас
year,ну текущий год :)
year,год сейчас :)
year,эй назови год :)
year,ну назови год!
year,текущий год :)
year,подскажи назови год!
year,эй назови год сейчас
year,подскажи какой сейчас год сейчас
year,эй год сейчас?
year,слушай год сейчас пожалуйста
year,эй какой сейчас год
year,подскажи назови год?
year,слушай назови год!
year,слушай назови год?
year,подскажи текущий год сейчас
year,подскажи текущий год
year,подскажи назови год :)
year,ну какой сейчас год сейчас
year,эй текущий год сейчас
year,подскажи текущий год пожалуйста
year,эй текущий год?
year,слушай текущий год!
year,ну назови год?
year,подскажи назови год
year,слушай какой сейчас год
year,эй год сейчас!
year,ну год сейчас пожалуйста
year,год сейчас сейчас
year,подскажи какой сейчас год пожалуйста
year,эй год сейчас!
year,какой сейчас год?
year,эй текущий год
year,слушай назови год!
year,слушай текущий год?
year,текущий год пожалуйста
year,подскажи какой сейчас год?
year,год сейчас сейчас
year,назови год пожалуйста
year,эй год сейчас сейчас
year,подскажи назови год пожалуйста
year,ну назови год :)
year,какой сейчас год пожалуйста
year,ну год сейчас?
year,слушай назови год
year,эй какой сейчас год!
year,назови год пожалуйста
year,подскажи назови год?
year,ну назови год :)
year,подскажи какой сейчас год :)
year,эй год сейчас
year,подскажи какой сейчас год!
year,эй текущий год :)
year,эй какой сейчас год?
year,слушай какой сейчас год!
year,подскажи год сейчас
year,слушай год сейчас сейчас
year,год сейчас пожалуйста
year,эй назови год сейчас
year,ну какой сейчас год?
year,текущий год
year,подскажи какой сейчас год пожалуйста
year,подскажи какой сейчас год пожалуйста
year,ну текущий год пожалуйста
year,назови год сейчас
year,слушай текущий год :)
year,подскажи какой сейчас год
year,ну текущий год пожалуйста
year,год сейчас!
year,какой сейчас год?
year,какой сейчас год!
year,подскажи текущий год пожалуйста
year,ну текущий год :)
year,слушай назови год
year,слушай год сейчас пожалуйста
year,эй какой сейчас год!
year,слушай назови год :)
year,ну назови год!
year,подскажи текущий год
year,слушай назови год :)
year,слушай какой сейчас год!
year,ну назови год :)
year,ну текущий год пожалуйста
year,эй год сейчас?
year,эй год сейчас сейчас
year,ну назови год :)
year,текущий год :)
year,слушай текущий год
year,какой сейчас год пожалуйста
year,ну текущий год :)
year,подскажи год сейчас!
year,подскажи год сейчас!
year,слушай текущий год сейчас
year,ну какой сейчас год пожалуйста
year,эй какой сейчас год?
year,ну текущий год?
year,год сейчас!
year,ну назови год :)
year,слушай какой сейчас год!
year,подскажи какой сейчас год :)
year,какой сейчас год
year,эй назови год сейчас
year,эй год сейчас сейчас
year,слушай текущий год сейчас
year,эй текущий год :)
year,слушай какой сейчас год :)
year,слушай текущий год пожалуйста
year,какой сейчас год пожалуйста
year,эй какой сейчас год :)
year,слушай текущий год!
year,слушай год сейчас!
year,текущий год?
year,слушай какой сейчас год
year,ну текущий год
year,текущий год пожалуйста
year,ну какой сейчас год
year,подскажи год сейчас :)
year,слушай назови год пожалуйста
year,слушай какой сейчас год сейчас
year,подскажи текущий год!
year,ну текущий год
year,текущий год :)
year,эй какой сейчас год пожалуйста
year,подскажи назови год :)
year,эй какой сейчас год пожалуйста
year,слушай какой сейчас год сейчас
year,назови год :)
year,эй год сейчас :)
year,эй год сейчас пожалуйста
year,эй какой сейчас год
year,слушай какой сейчас год!
year,подскажи назови год :)
year,ну какой сейчас год?
year,год сейчас сейчас
year,ну назови год!
year,ну какой сейчас год :)
year,ну год сейчас :)
year,подскажи год сейчас пожалуйста
year,слушай год сейчас пожалуйста
year,эй текущий год сейчас
year,назови год?
year,год сейчас!
year,подскажи год сейчас пожалуйста
year,эй какой сейчас год пожалуйста
year,ну текущий год
year,год сейчас?
year,назови год?
year,подскажи год сейчас!
year,ну текущий год :)
year,эй год сейчас
year,ну год сейчас пожалуйста
year,назови год пожалуйста
year,текущий год!
year,подскажи год сейчас!
year,слушай год сейчас сейчас
year,подскажи год сейчас пожалуйста
year,эй какой сейчас год?
year,эй текущий год?
year,слушай год сейчас?
year,эй какой сейчас год пожалуйста
year,эй год сейчас :)
year,слушай назови год сейчас
year,слушай назови год сейчас
year,год сейчас пожалуйста
year,ну текущий год пожалуйста
year,слушай текущий год :)
year,текущий год
year,эй какой сейчас год пожалуйста
year,эй назови год!
year,подскажи год сейчас
year,подскажи год сейчас!
year,слушай год сейчас?
year,ну назови год пожалуйста
year,какой сейчас год?
year,слушай какой сейчас год?
year,подскажи назови год?
year,слушай текущий год сейчас
year,ну какой сейчас год :)
year,год сейчас?
year,ну текущий год
year,слушай назови год :)
year,слушай текущий год сейчас
year,подскажи текущий год пожалуйста
year,слушай какой сейчас год
year,ну какой сейчас год!
year,подскажи назови год сейчас
year,подскажи назови год сейчас
year,эй текущий год пожалуйста
year,год сейчас сейчас
year,подскажи какой сейчас год!
year,эй год сейчас
year,ну год сейчас?
year,какой сейчас год!
year,эй назови год!
year,назови год!
year,назови год?
year,год сейчас пожалуйста
year,слушай назови год :)
name,ну меня зовут Иван?
name,ну меня зовут Мария пожалуйста
name,подскажи меня зовут Мария сейчас
name,меня зовут Иван сейчас
name,меня зовут Мария
name,ну меня зовут Алексей?
name,слушай меня зовут Мария!
name,ну меня зовут Иван :)
name,подскажи меня зовут Мария :)
name,меня зовут Иван
name,слушай меня зовут Иван сейчас
name,эй меня зовут Алексей пожалуйста
name,ну меня зовут Иван сейчас
name,подскажи меня зовут Ольга пожалуйста
name,слушай меня зовут Ольга!
name,меня зовут Мария пожалуйста
name,эй меня зовут Иван!
name,эй меня зовут Иван?
name,подскажи меня зовут Алексей?
name,слушай меня зовут Ольга!
name,меня зовут Алексей
name,слушай меня зовут Ольга пожалуйста
name,меня зовут Мария!
name,ну меня зовут Алексей!
name,подскажи меня зовут Иван!
name,ну меня зовут Алексей?
name,эй меня зовут Ольга пожалуйста
name,эй меня зовут Ольга :)
name,ну меня зовут Алексей сейчас
name,ну меня зовут Алексей?
name,слушай меня зовут Мария!
name,слушай меня зовут Иван :)
name,меня зовут Иван сейчас
name,ну меня зовут Ольга :)
name,эй меня зовут Мария :)
name,меня зовут Мария :)
name,меня зовут Мария
name,ну меня зовут Ольга?
name,меня зовут Ольга?
name,подскажи меня зовут Иван!
name,ну меня зовут Алексей!
name,слушай меня зовут Иван
name,слушай меня зовут Мария!
name,подскажи меня зовут Ольга сейчас
name,меня зовут Иван сейчас
name,ну меня зовут Мария пожалуйста
name,ну меня зовут Ольга :)
name,меня зовут Мария?
name,слушай меня зовут Ольга сейчас
name,подскажи меня зовут Мария
name,меня зовут Ольга!
name,подскажи меня зовут Мария пожалуйста
name,ну меня зовут Иван :)
name,слушай меня зовут Ольга :)
name,эй меня зовут Иван пожалуйста
name,меня зовут Ольга?
name,подскажи меня зовут Иван :)
name,меня зовут Мария
name,подскажи меня зовут Алексей :)
name,подскажи меня зовут Ольга пожалуйста
name,подскажи меня зовут Иван пожалуйста
name,эй меня зовут Мария
name,меня зовут Ольга?
name,слушай меня зовут Ольга!
name,меня зовут Мария сейчас
name,ну меня зовут Ольга?
name,подскажи меня зовут Алексей?
name,меня зовут Алексей :)
name,ну меня зовут Мария
name,подскажи меня зовут Мария сейчас
name,слушай меня зовут Мария :)
name,эй меня зовут Иван
name,подскажи меня зовут Ольга?
name,подскажи меня зовут Алексей пожалуйста
name,слушай меня зовут Ольга!
name,подскажи меня зовут Иван сейчас
name,эй меня зовут Иван
name,ну меня зовут Алексей пожалуйста
name,меня зовут Ольга пожалуйста
name,меня зовут Алексей сейчас
name,слушай меня зовут Ольга!
name,слушай меня зовут Ольга?
name,меня зовут Ольга :)
name,ну меня зовут Алексей сейчас
name,меня зовут Мария :)
name,подскажи меня зовут Ольга?
name,ну меня зовут Алексей пожалуйста
name,эй меня зовут Мария
name,слушай меня зовут Иван пожалуйста
name,меня зовут Иван пожалуйста
name,меня зовут Алексей
name,меня зовут Алексей :)
name,слушай меня зовут Алексей
name,ну меня зовут Иван!
name,меня зовут Мария!
name,слушай меня зовут Алексей :)
name,эй меня зовут Алексей
name,эй меня зовут Мария
name,подскажи меня зовут Алексей :)
name,подскажи меня зовут Мария?
name,слушай меня зовут Иван?
name,ну меня зовут Иван :)
name,слушай меня зовут Алексей!
name,подскажи меня зовут Алексей пожалуйста
name,эй меня зовут Мария?
name,эй меня зовут Мария сейчас
name,эй меня зовут Мария?
name,ну меня зовут Иван!
name,эй меня зовут Алексей :)
name,ну меня зовут Ольга пожалуйста
name,подскажи меня зовут Мария!
name,слушай меня зовут Алексей
name,меня зовут Иван :)
name,ну меня зовут Мария пожалуйста
name,подскажи меня зовут Мария :)
name,ну меня зовут Ольга!
name,слушай меня зовут Алексей сейчас
name,подскажи меня зовут Алексей сейчас
name,подскажи меня зовут Ольга?
name,ну меня зовут Мария!
name,ну меня зовут Иван пожалуйста
name,эй меня зовут Ольга :)
name,ну меня зовут Мария :)
name,ну меня зовут Иван?
name,эй меня зовут Ольга сейчас
name,слушай меня зовут Алексей сейчас
name,меня зовут Ольга пожалуйста
name,эй меня зовут Мария :)
name,меня зовут Иван
name,меня зовут Алексей пожалуйста
name,эй меня зовут Мария?
name,ну меня зовут Ольга
name,слушай меня зовут Мария сейчас
name,ну меня зовут Ольга?
name,подскажи меня зовут Ольга :)
name,меня зовут Ольга сейчас
name,подскажи меня зовут Мария пожалуйста
name,подскажи меня зовут Ольга сейчас
name,меня зовут Мария :)
name,меня зовут Ольга!
name,меня зовут Иван пожалуйста
name,эй меня зовут Иван!
name,меня зовут Иван!
name,слушай меня зовут Ольга
name,эй меня зовут Иван :)
name,меня зовут Мария сейчас
name,подскажи меня зовут Алексей!
name,эй меня зовут Ольга пожалуйста
name,слушай меня зовут Мария пожалуйста
name,ну меня зовут Мария пожалуйста
name,подскажи меня зовут Ольга сейчас
name,подскажи меня зовут Иван!
name,ну меня зовут Мария
name,подскажи меня зовут Алексей
name,меня зовут Иван
name,подскажи меня зовут Алексей
name,подскажи меня зовут Ольга пожалуйста
name,эй меня зовут Иван :)
name,эй меня зовут Мария :)
name,слушай меня зовут Ольга?
name,эй меня зовут Ольга :)
name,меня зовут Алексей сейчас
name,ну меня зовут Иван :)
name,слушай меня зовут Мария!
name,ну меня зовут Алексей пожалуйста
name,ну меня зовут Алексей :)
name,подскажи меня зовут Алексей сейчас
name,ну меня зовут Алексей?
name,эй меня зовут Алексей сейчас
name,ну меня зовут Алексей!
name,подскажи меня зовут Иван :)
name,слушай меня зовут Иван
name,подскажи меня зовут Иван!
name,слушай меня зовут Мария :)
name,меня зовут Мария!
name,эй меня зовут Мария пожалуйста
name,ну меня зовут Алексей!
name,меня зовут Мария :)
name,ну меня зовут Ольга сейчас
name,эй меня зовут Иван :)
name,ну меня зовут Иван :)
name,эй меня зовут Иван?
name,меня зовут Ольга :)
name,меня зовут Иван?
name,меня зовут Алексей :)
name,слушай меня зовут Иван!
name,подскажи меня зовут Ольга сейчас
name,подскажи меня зовут Алексей :)
name,слушай меня зовут Ольга
name,меня зовут Иван :)
name,слушай меня зовут Алексей
name,ну меня зовут Алексей пожалуйста
name,слушай меня зовут Алексей?
name,меня зовут Ольга :)
name,ну меня зовут Мария сейчас
name,меня зовут Ольга сейчас
name,эй меня зовут Ольга?
name,меня зовут Ольга
name,подскажи меня зовут Алексей!
name,подскажи меня зовут Алексей!
